,image,caption,Unnamed: 2
20645,frame45695.jpg,jerry is lying and jerry is walking to the knife,
17343,frame40149.jpg,tom is holding a axe,
20189,frame44836.jpg,jerry is lifting jerry is standing down on the wall,
2260,frame16700.jpg,tom is holding an bottles,
7239,frame24891.jpg,tom is scared,
19725,frame43998.jpg,jerry is standing beside a sunglasses,
26968,frame55574.jpg,tom is saluting,
33775,frame68185.jpg,jerry is mad down and is shocked,
16148,frame38402.jpg,a stick,
24266,frame5105.jpg,jerry is wearing a fork and looking at jerry is sleeping on the table,
36055,frame72052.jpg,tom is holding a ham and holding a stick,
17218,frame39979.jpg,tom is pulling the blushing,
6038,frame22928.jpg,tom is pulling tail,
2476,frame16948.jpg,tom is pulling a indian cat that is pulling the smoke,
10317,frame29829.jpg,tom is holding a helping is shirt and sluggish,
34732,frame69738.jpg,jerry and walking proudly,
2793,frame17304.jpg,a starry bed,
33339,frame67447.jpg,tom is hugging towels,
27563,frame56465.jpg,the cake with,
11766,frame31796.jpg,tom is shaking a black cat is walking by a bone in right,
18248,frame41597.jpg,jerry is waving a pulley,
28663,frame58513.jpg,tom is angry,
29507,frame59894.jpg,tom is lifting the tail,
17370,frame40176.jpg,tom is covered by a cave,
5633,frame22257.jpg,tom is jumping standing in the edge of scare jerry is playing the pool tom is dropping over the ground,
2004,frame16243.jpg,tom is holding a sofa,
14469,frame35685.jpg,tom is running away from paper bottle of the seasonings,
14362,frame35551.jpg,jerry is into a water racket,
10361,frame29931.jpg,jerry is smiling and jerry are excited,
20119,frame44693.jpg,tom is holding a mat while looking behind jerry is sitting on jerry's hand,
3371,frame18110.jpg,jerry is raising at fist with his arms behind arms in front of toungue racket,
18848,frame4258.jpg,tom is holding a red covered dog is pulling two right,
18017,frame41245.jpg,tom is angry,
34813,frame69898.jpg,jerry is chasing jerry is standing on the string jerry,
7755,frame25682.jpg,tom is waving his arms in his hands with a little brown foot,
8319,frame26561.jpg,stands on the dog is standing on the tennis glasses in the sky,
9790,frame29024.jpg,tom is standing on two his mouth,
13758,frame34528.jpg,tom is him,
641,frame13699.jpg,jerry is running on the left peel the table and looking at the green mouse is standing beside a shop,
24352,frame51207.jpg,jerry is sitting on the baby and holding a fireplace,
26071,frame5409.jpg,tom is staring into the water with a basin,
11741,frame31765.jpg,tom is standing beside an off back by hands over hole over hands with hands on his right painfully,
13948,frame35002.jpg,tom and jerry is lying on the ground with his head,
13475,frame34063.jpg,tom is tied lonely,
20262,frame45007.jpg,tom is lifting a clock,
30460,frame6157.jpg,jerry is whispering to the cello,
30926,frame62241.jpg,tom is smirking,
16550,frame39026.jpg,tom's face,
34484,frame69360.jpg,tom is holding jerry is holding a cake,
1494,frame151.jpg,tom is napkin and jerry is standing on it and holding a black cat and looking to sit in milk standing on the mouth,
35976,frame71958.jpg,tom is hit jerry is combing his head,
15521,frame37493.jpg,tom is holding the man hanging on his arms frightenly and the air and jerry is jumping,
12450,frame32699.jpg,tom is sitting on his crest jerry,
19869,frame44260.jpg,jerry is tangled by a bowl,
27037,frame5569.jpg,tom is frightened,
22906,frame48984.jpg,tom is fish's at jerry are smiling,
13416,frame3397.jpg,tom is holding a bone face,
29098,frame59138.jpg,tom is looking at the gray tailcoat,
5350,frame21774.jpg,tom is choking tom and is full of jerry's face,
9035,frame27906.jpg,tom is leaning on the stairs,
4397,frame20020.jpg,tom is angry,
23135,frame49368.jpg,jerry is wearing a nail,
21199,frame46583.jpg,tom is looking at jerry are happy and jerry and jerry are flying with his hand,
13879,frame34774.jpg,tom is happy,
18570,frame42167.jpg,jerry is looking into the water he is shocked,
21949,frame47607.jpg,tom is waving each other,
4215,frame19655.jpg,jerry is standing on a holding a bed,
29014,frame58951.jpg,tom is trying to the right,
19205,frame43120.jpg,jerry is stickering his wearig a pile of flour apart,
25552,frame53278.jpg,tom is lying on a bat ti on the scared and holding his hand,
34905,frame70062.jpg,jerry is using a basin wolverily jerry is wearing jerry's hand,
13558,frame34167.jpg,tom is going to jump racket,
34551,frame69469.jpg,jerry is standing with a skull,
2334,frame1679.jpg,jerry is pressing kick a woman's arms in tom's extinguished tom is pressing jerry's mouth,
452,frame13358.jpg,tom is waving some hands by two hands his his toungue backwards a baby,
18819,frame42539.jpg,jerry is wearing a stripe t shirt and is playing the bed,
28707,frame58568.jpg,jerry is dancing with a plate,
31180,frame62666.jpg,jerry,
11852,frame31887.jpg,jerry is looking at jerry is leaning on a controller and smiling,
20578,frame45623.jpg,jerry is left with a hammer,
8004,frame2606.jpg,tom is running looking at the porcelain,
4393,frame20016.jpg,tom is shocked,
6446,frame23610.jpg,tom is waving his left flower holding an ham and using one paper roll,
1311,frame14785.jpg,jerry is leaning beside tom and is tearing tom's fear jerry has pink dancing in his chest,
3335,frame18056.jpg,jerry's head is watching jerry,
32961,frame66840.jpg,tom is sleeping out,
32597,frame66361.jpg,tom is holding a thread walking,
19507,frame43599.jpg,jerry is scared,
4105,frame19401.jpg,jerry is standing on a green duck,
35931,frame71899.jpg,tom is holding a diamond,
15190,frame36976.jpg,jerry is shocked and he is winking gate,
22074,frame47755.jpg,tom is into a refrigerator the t shirt,
34959,frame70165.jpg,jerry is holding a green hands when besid his arm,
476,frame13410.jpg,tom is whistling,
215,frame1298.jpg,the dog are massaging the dog is staring at tom is passing the dog is lying in the banana bucket,
32635,frame664.jpg,jerry is holding a window,
13698,frame34463.jpg,tom is laughing to the man looking to the piano,
23686,frame50083.jpg,tom is walking is lying to a yellow bowl,
25015,frame52472.jpg,tom is using the box,
21926,frame47579.jpg,tom is standing at the nail,
12663,frame33000.jpg,tom is walking to the air,
23069,frame49257.jpg,jerry is weeping the frame,
22884,frame48949.jpg,jerry is holding a little sofa,
29532,frame59952.jpg,tom is holding a napkin,
2493,frame16966.jpg,tom is sitting beside the puppy dog's head is looking at him,
8947,frame27759.jpg,tom is angry,
1954,frame16094.jpg,jerry shhs,
2449,frame16918.jpg,tom is walking to catch jerry and jerry is curious,
15855,frame3798.jpg,tom is sitting on the air,
10902,frame3060.jpg,tom is padding the dumb cat is sleepy and smiling and jerry and is holding a woman's cat and looking to ignite the beach tom is padding tom's breast tom is making head tom is angry behind a string jerry is running behind tom's,
19765,frame44095.jpg,tom is looking at jerry is standing down,
1984,frame16198.jpg,tom is hit a pot under the railing,
22523,frame48425.jpg,tom and jerry are surprised on a door,
28000,frame57326.jpg,tom,
838,frame13998.jpg,tom is hanging against the sky,
4253,frame19704.jpg,jerry is yellow duck and hat jerry is lying on a pool scared,
29594,frame60054.jpg,tom is scared,
13419,frame33972.jpg,tom is holding jerrry,
34364,frame69174.jpg,jerry is lifting the sky,
5791,frame22540.jpg,tom is saluting,
15774,frame37892.jpg,jerry is holding a hammar and is is curious,
19106,frame42969.jpg,jerry is standing inside a stripe t shirt,
1913,frame15919.jpg,tom is controller and looking around,
24292,frame51082.jpg,tom is walking into the right angrily,
23554,frame4988.jpg,tom are waving jerry,
15526,frame3750.jpg,tom is holding a ham and jerry while jerry are grabbing tom and jerry are hanging on the puppy foot,
17213,frame39971.jpg,tom is looking to the ground,
26206,frame54300.jpg,jerry is scared with corners of a gray basin,
34580,frame69499.jpg,jerry is looking at jerry is standing beside a controller and legs,
4049,frame19248.jpg,jerry and brushing jerry's teeth and brushing jerry's teeth,
13114,frame33571.jpg,tom is holding billiard pulley,
6061,frame22967.jpg,jerry is running pole and is biten a little paw and smiling,
9889,frame29136.jpg,tom is shaking hands ti his feet around shaking fork with a black cat frivolously,
6908,frame24350.jpg,tom is sitting on his hand into front of tongue over the sand in front of mouth,
24004,frame50631.jpg,tom is chasing a basket,
6705,frame24016.jpg,tom is holding a ham is chasing tom is lying standing beside a flask green bag is yawning,
15613,frame37621.jpg,jerry is puzzled,
22941,frame49023.jpg,tom is passing a blanket,
21888,frame47495.jpg,jerry is playing a swing is dropped beside a piece of a tray angrily,
36081,frame72084.jpg,tom is satisfied the bed,
25806,frame5361.jpg,jerry is lying on the sky,
13967,frame35020.jpg,jerry is greeting with arms and jerry is reaching,
12099,frame32231.jpg,tom is making tied cat's acorns,
24653,frame51753.jpg,tom is twined on the door and is looking down and is sitting on the plane jerry is scared,
447,frame13331.jpg,tom is shocked,
982,frame14232.jpg,tom in hand on it,
12939,frame3336.jpg,tom is scared,
22748,frame48738.jpg,tom is wearing by a plate of the wall and pointing to jerry and pointing to the railing,
1346,frame14841.jpg,a black cat in front of eyes and dancing on the toungue can,
33572,frame67757.jpg,tom is smiling over a white paper with him,
7154,frame24674.jpg,tom is watered,
26012,frame53912.jpg,tom is holding a yellow tennis hat on the dog is standding on the bed,
8075,frame26168.jpg,jerry is holding a duck is sitting on the edge,
7225,frame24878.jpg,tom is climbing in front of left standing on tom's hand legs,
3100,frame1775.jpg,tom is surprisingly,
36683,frame73038.jpg,tom from jerry is putting his face,
5965,frame22812.jpg,tom is dressed kneeing on a bat and looking around around,
11343,frame31204.jpg,jerry is biting a tennis a arms roll pass a sky,
13626,frame34360.jpg,tom broke a crossbow,
17082,frame39813.jpg,tom is pressing tom and jerry are running in jerry is walking,
27093,frame55786.jpg,tom broke a gray can,
20906,frame46175.jpg,tom is sitting on the stair,
17917,frame41107.jpg,tom is holding front of a pole and holding a sword and looking under the cheese and is scared,
27217,frame55951.jpg,tom is standing on the door and is right his left and looking back and jerry is running lonely,
21732,frame47324.jpg,jerry is holding a hat shockingly the ground,
27984,frame57304.jpg,tom is holding the puppy tail,
18977,frame42812.jpg,tom and looking down and looking at a duck,
13081,frame33539.jpg,tom is below tom is twined a sword and is pulling the white that is depressed,
7526,frame25339.jpg,tom is sitting beside a yellow bag,
9438,frame28528.jpg,tom is holding a man walking to seasonings,
1410,frame14935.jpg,tom is bat and using a chick,
24154,frame50844.jpg,tom is running,
31951,frame65378.jpg,tom is taped obsequisly and the chair and serving the air,
15089,frame36847.jpg,tom is hit a railing,
32667,frame66434.jpg,tom is chased down,
29782,frame60449.jpg,tom is lifting tom and brushing tom's hand,
15362,frame37205.jpg,tom,
29699,frame60241.jpg,tom is holding a arrow jerry is sitting to him,
13443,frame34011.jpg,tom is going to the sky,
34284,frame69074.jpg,tom is leaning on a red poles and is holding a hammar tom is kneeling jerry is flying standing rope and jerry is dancing with a bird and smiling,
9579,frame28718.jpg,jerry stands,
6771,frame24124.jpg,jerry is wearing his tail,
10124,frame29545.jpg,tom is swollen by a spoon over tom's head,
25323,frame52901.jpg,tom is holding a clock,
15260,frame37060.jpg,tom is playing tom and jerry is opening the doll,
19721,frame43991.jpg,jerry is holding one mouth angrily and walking,
22464,frame48322.jpg,tom is sitting,
30413,frame6151.jpg,tom is holding a basin the table,
8794,frame27332.jpg,tom is shocked,
35427,frame71045.jpg,tom is chasing jerry is climbing on the top of the sofa,
19445,frame43524.jpg,tom is scared,
21250,frame46644.jpg,tom is scared and dreaming,
11643,frame31610.jpg,tom is standing beside a paper and smirking,
23907,frame50379.jpg,jerry is snickering,
1426,frame14974.jpg,a towel,
3152,frame17838.jpg,jerry is standing on the ground lonely on the ground in front of milk in front of left on the edge of milk towards a black cat with his left to eat gives his left his mouth behind a black cat,
11977,frame32059.jpg,jerry is sitting at the ground,
1788,frame15654.jpg,tom is leaning on the mirror,
25533,frame53248.jpg,tom is holding jerry is holding a yellow tom,
13239,frame3372.jpg,tom is wearing the snickering,
26387,frame54613.jpg,tom's pretending violin,
13954,frame35008.jpg,tom is looking at the fork,
9019,frame27879.jpg,tom is running bored,
32827,frame66684.jpg,tom is holding a dog,
20652,frame45701.jpg,the water to the glass,
20052,frame44541.jpg,jerry is falling on the hat is closing jerry is dancing,
34403,frame69246.jpg,tom from a phone,
18924,frame42725.jpg,jerry is in his arms akimbo with front tom's feet tom is standing on a diamond,
1190,frame14583.jpg,jerry is reading a barbell of arms on the ground away walking by hands on the dog is climbing in the ground,
1688,frame15473.jpg,jerry is stuck under a table on a broom,
7301,frame24989.jpg,tom is hammering a railing of arm,
33580,frame67765.jpg,tom is holding a bag,
24280,frame51069.jpg,tom's face and knife,
16290,frame38566.jpg,tom is holding a railing,
28604,frame58415.jpg,tom is running to the left chasing his head,
22016,frame47684.jpg,tom is runing closed,
15467,frame3733.jpg,jerry is looking backwards the upright the guitar,
21367,frame46794.jpg,jerry is holding a board,
19722,frame43992.jpg,tom is going to throw the sky,
34225,frame68976.jpg,jerry is lying on a bed and jerry,
32738,frame66533.jpg,tom is holding a suit,
